track_name,title,url,job_type,client_location,description,min_budget,max_budget,fixed_price,experience_level,skills,proposals,interviewing,invites_sent,unanswered_invites,client_total_spent,duration,work_hours,hires,active,client_industry,client_type
android_developer,App Developer to Optimize Backend of My App (Adalo; iOS and Android),https://www.upwork.com/jobs/App-span-class-highlight-Developer-span-Optimize-Backend-App-Adalo-iOS-and-span-class-highlight-Android-span_~021898166530081697744/?referrer_url_path=/nx/search/jobs/,Fixed-price,USA,"The app is designed (in Adalo) to function similarly to a dating app. While its core structure is already in place, the backend and database require optimization to ensure user profiles are effectively managed and matched based on age range, interests and location. I am looking for an experienced developer to finalize the app’s structure, add a video chat option, optimize its backend, and ensure it runs smoothly and efficiently.",$50.00,,"['$50.00', '']",Intermediate,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Mobile App Development', 'Logic Pro', 'Oracle NoSQL Database', 'Audio Editing', 'Sound Mixing']",Less than 5,2.0,4.0,1.0,,,,1.0,1.0,Tech & IT,Individual client
android_developer,Mobile App Developer for Android & iOS - Bluetooth Integration,https://www.upwork.com/jobs/Mobile-App-span-class-highlight-Developer-span-for-span-class-highlight-Android-span-amp-iOS-Bluetooth-Integration_~021898165382016806864/?referrer_url_path=/nx/search/jobs/,Hourly,United States,"We are looking for an experienced mobile app developer for both Android and iOS operating systems that can develop a sample application and pre-compiled library for communicating with a custom Bluetooth Low Energy device. The application should use the native Bluetooth features on both operating systems and be compatible with all versions of each operating system currently in circulation. We will provide full documentation of the Bluetooth services and characteristics for the custom device. The application must include a single screen with a button that initiates a BLE connection to the device, subscribes to certain characteristics, and sends pre-defined commands to other characteristics. The pre-compiled library must allow third party applications that import the library to call a minimal number of class methods to do the same. Further details will be provided upon job acceptance. An ideal candidate will be able to complete this project for both Android and iOS, but exceptional candidates that specialize in a single operating system will also be considered.

Key Responsibilities:
• Develop an iOS SDK using CoreBluetooth in Swift to handle BLE connectivity to the custom device.
• Develop an Android SDK using Android's Bluetooth LE API in Kotlin to handle BLE connectivity to the custom device.
• Create a sample iOS application in Swift that showcases the integration of the iOS SDK.
• Create a sample Android application in Kotlin that demonstrates the Android SDK.
• Implement BLE protocols to manage device advertisement, connection, bonding, and data exchange.
• Ensure proper handling of BLE commands, responses, and notifications based on the device's specifications.
• Produce comprehensive documentation for both SDKs, including setup, integration guidelines, and troubleshooting.

Deliverables:
1. iOS SDK: A pre-compiled SDK utilizing CoreBluetooth in Swift for robust BLE communication.
2. Sample iOS Application: A fully functional iOS app in Swift that demonstrates the use of the iOS SDK.
3. Android SDK: A pre-compiled SDK utilizing Android's Bluetooth LE API in Kotlin to ensure seamless BLE interactions.
4. Sample Android Application: A fully functional Android app in Kotlin showcasing the integration of the Android SDK.
5. Documentation: Describing how to integrate the SDKs into existing mobile applications and how to use the sample applications.

Technical Requirements:
• Proven experience in developing native mobile applications for both iOS and Android.
• Strong understanding of BLE protocols and hands-on experience with CoreBluetooth for iOS and Android's Bluetooth LE API.
• Swift for iOS development and Kotlin for Android development.
• Ability to produce clear, developer-friendly documentation for SDK integration and sample app usage.",$10.00,$30.00,"['$10.00', '$30.00', '']",Intermediate,"['Personal Computer', 'Bluetooth', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Audio Editing', 'Kotlin', 'Mobile App Development', 'Logic Pro', 'Oracle NoSQL Database', 'Core Bluetooth', 'Sound Mixing']",20 to 50,8.0,11.0,3.0,$41K,1-3 months,Less than 30 hrs/week,25.0,14.0,Health & Fitness,Mid-sized company (10-99 people)
android_developer,,https://www.upwork.com/jobs/Have-Unity-project-wish-get-span-class-highlight-developed-span_~021898164828189699050/?referrer_url_path=/nx/search/jobs/,,,,,,,Expert,[],,,,,,,,,,,
android_developer,Flutter developer for social sports app (10+ years of experience),https://www.upwork.com/jobs/Flutter-span-class-highlight-developer-span-for-social-sports-app-years-experience_~021898162831256398826/?referrer_url_path=/nx/search/jobs/,Hourly,United Kingdom,"If you follow sports like football it's a big plus.

We are an interactive rewards and community platform for global sports fans to engage with their favourite team and each other

Need a good Flutter developer to work on this project. Previous experience building a social membership app with personalised videos and group messaging would be ideal. Must be experienced with Flutter. A big plus if you know native and web development languages such as Swift, Kotlin/Java and Node.js. We are creating a rich mobile app experience in the sports fan engagement space, not a website/blog.

We have a large portion of the project done but we need help building out the rest. Please bear in mind we are very limited with our budget so we don't have much flexibility on the price

Complete all UI implementation across mobile, web and dashboard
Integration
API support   

Check thestands.io for more info",$10.00,$15.00,"['$10.00', '$15.00', '']",Intermediate,"['Python', 'Chart.js', 'Smartphone', 'Email Automation', 'Android', 'Node.js', 'iOS', 'Next.js', 'Firebase', 'Tailwind UI', 'REST API', 'Flutter', 'Dart', 'Google Analytics']",20 to 50,1.0,1.0,0.0,$8.5K,1-3 months,Less than 30 hrs/week,25.0,8.0,,Mid-sized company (10-99 people)
android_developer,Basketball GM Simulator Game,https://www.upwork.com/jobs/Basketball-Simulator-Game_~021898158830932290975/?referrer_url_path=/nx/search/jobs/,Hourly,United States,"Job Title:

Basketball GM Life Simulator – Game Developer Needed (Mobile & PC)

Job Description:

I am looking for a game developer to help create a basketball general manager simulation game, inspired by BitLife and other life simulation games. The game will allow players to start as a GM, make strategic decisions, and build a championship team while navigating contracts, trades, drafts, and team chemistry.

This is a turn-based, text-driven simulation with dynamic storylines, realistic player demands, and deep decision-making elements. The goal is to provide an immersive GM experience that feels as close to real basketball operations as possible.

Responsibilities:
• Develop a turn-based text simulation game with a clean UI and engaging mechanics
• Implement features like drafting, trades, player negotiations, scouting, and team-building
• Create randomized story events and AI-driven player reactions (e.g., trade demands, retirements, injuries)
• Design an algorithm for player progression, contract negotiations, and realistic team performance
• Optimize for mobile (iOS/Android) and potentially PC
• Integrate database-driven player stats and career progression
• Ensure auto-save functionality and deep customization options

Requirements:
• Proficiency in game development (Unity, Godot, or other suitable engines for simulation games)
• Experience with text-based or simulation games (e.g., sports sims, idle managers, or life simulators)
• Strong AI and logic programming for trade decisions, contract negotiations, and team performance
• Backend/database knowledge (storing player career data, stats, and progression over multiple seasons)
• UI/UX skills for a sleek, text-heavy, easy-to-navigate interface
• Passion for basketball and knowledge of GM mechanics (preferred but not required)

Bonus Skills (Not Required but Helpful):
• Experience with BitLife-style event scripting and randomization
• Knowledge of NBA-style salary cap, trades, and team-building
• Ability to implement online multiplayer or leaderboard features

If you’re interested, please provide:
1. Relevant game development experience (especially text-based simulations or sports managers)
2. Portfolio or links to past projects
3. Estimated timeline and budget for an MVP version

Looking forward to working with a talented developer to bring this vision to life!",$15.00,$32.00,"['$15.00', '$32.00', '']",Intermediate,"['OpenAI API', 'Game Design', 'Unity', 'Simulation Game', 'Android', 'Game Development', 'iOS', 'C#']",15 to 20,1.0,0.0,0.0,$180K,1-3 months,Less than 30 hrs/week,142.0,14.0,,
android_developer,Expert Flutterflow Developer with FastAPI and Firebase Experience Needed,https://www.upwork.com/jobs/Expert-Flutterflow-span-class-highlight-Developer-span-with-FastAPI-and-Firebase-Experience-Needed_~021898112366575060118/?referrer_url_path=/nx/search/jobs/,Fixed-price,Ethiopia,"We are seeking a highly skilled Flutterflow developer who has extensive experience with FastAPI and Firebase. The ideal candidate should be capable of building and maintaining applications using Flutterflow, while ensuring seamless integration with FastAPI for backend services and Firebase for data storage and authentication. If you have a proven track record in these technologies and a passion for creating high-quality, user-friendly applications, we would love to hear from you! Please provide examples of your previous work.",$50.00,,"['$50.00', '']",Expert,"['Python', 'Chart.js', 'Email Automation', 'Android', 'Node.js', 'Firebase', 'iOS', 'Next.js', 'Tailwind UI', 'REST API', 'Flutter', 'JavaScript', 'Google Analytics']",Less than 5,0.0,0.0,0.0,,,,,,,
android_developer,Flutter Developer Needed for Windows Video Monitoring Application,https://www.upwork.com/jobs/Flutter-span-class-highlight-Developer-span-Needed-for-Windows-Video-Monitoring-Application_~021898107319566941306/?referrer_url_path=/nx/search/jobs/,Hourly,India,"We are seeking an experienced Flutter developer to create a Windows application that will serve as a Video Monitoring System (VMS) client. The ideal candidate should be proficient in Flutter and have experience in developing applications that handle video data. Your role will involve designing a user-friendly interface, optimizing performance, and ensuring smooth video playback. If you are passionate about building innovative applications and have the skills to bring this project to life, we would love to hear from you.",$5.00,$15.00,"['$5.00', '$15.00', '']",Intermediate,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'Sound Mixing', 'iOS', 'Web Design', 'Logic Pro', 'Oracle NoSQL Database', 'Audio Editing', 'Microsoft Windows']",Less than 5,0.0,3.0,3.0,,1-3 months,More than 30 hrs/week,,,Tech & IT,Small company (2-9 people)
android_developer,Develop Mobile App for Event Production Company,https://www.upwork.com/jobs/span-class-highlight-Develop-span-Mobile-App-for-Event-Production-Company_~021898149353155569699/?referrer_url_path=/nx/search/jobs/,Hourly,United States,"Design, develop, and launch a custom event management app to meet the specific needs of the company, ensuring it’s intuitive and user-friendly.

Core features of the app:
• Event Schedules
      • With ability for company to make real time adjustments
• Functionality for special activity sign-up
• Users can view and track their personalized schedule.
• Communication Tools
o Push notifications for updates
o Digital Help Desk
• Venue Maps with key locations
• Networking & Social Features
o Connect with other attendees
o Event feed to post updates and share photos
• Post-Event Engagement
o Surveys for feedback
o Event recaps and alumni network",,,[''],Expert,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Mobile App Development', 'Logic Pro', 'API Integration', 'Oracle NoSQL Database', 'Audio Editing', 'Sound Mixing']",20 to 50,0.0,0.0,0.0,,1-3 months,Less than 30 hrs/week,,,Media & Entertainment,Small company (2-9 people)
android_developer,AR-Based Android App Development Needed Within One Week,https://www.upwork.com/jobs/Based-span-class-highlight-Android-span-App-span-class-highlight-Development-span-Needed-Within-One-Week_~021898144043754162415/?referrer_url_path=/nx/search/jobs/,Fixed-price,United Arab Emirates,"We are seeking a skilled developer to create an augmented reality (AR) based Android application. The project must be completed within one week, so time management and efficiency are crucial. The ideal candidate should have experience in AR technology and be able to deliver a functional and user-friendly app. Please provide examples of past AR projects you've worked on. Looking forward to your applications!

Relevant Skills:
- Android Development
- Augmented Reality (AR)
- Unity or ARCore experience
- Java/Kotlin programming
- UI/UX Design
- Agile Methodologies",$50.00,,"['$50.00', '']",Intermediate,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android App Development', 'Android', 'iOS', 'Web Design', 'Logic Pro', 'Oracle NoSQL Database', 'Audio Editing', 'Sound Mixing']",Less than 5,0.0,0.0,0.0,,,,,,,
android_developer,Encrypted Communication Application Developer,https://www.upwork.com/jobs/Encrypted-Communication-Application-span-class-highlight-Developer-span_~021898098108448058346/?referrer_url_path=/nx/search/jobs/,Fixed-price,Croatia,"We are seeking a skilled developer to create a secure and encrypted communication application. The ideal candidate will have experience in building messaging platforms with strong encryption protocols, ensuring user privacy and data security. You will collaborate with our team to design a user-friendly interface while implementing robust security features. If you have a passion for privacy-focused applications and can deliver high-quality code, we would love to hear from you.","$50,000.00",,"['$50,000.00', '']",Intermediate,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Audio Editing', 'Logic Pro', 'Oracle NoSQL Database', 'C++', 'Sound Mixing']",Less than 5,0.0,0.0,0.0,,,,,,,
android_developer,Google Street View Project Completion with Social Media Integration,https://www.upwork.com/jobs/Google-Street-View-Project-Completion-with-Social-Media-Integration_~021898142397007243299/?referrer_url_path=/nx/search/jobs/,Hourly,Canada,"We are seeking a skilled developer to help finalize a project utilizing Google Street View that includes social media functionalities. The ideal candidate will have experience in integrating APIs, enhancing user interaction, and ensuring a seamless experience across platforms. Your expertise will be crucial in adding the finishing touches and making this project a success. If you are passionate about mapping technology and social media, we would love to hear from you!

We're looking for a developer with strong knowledge of:

Strong TypeScript/React experience
Node.js/Express backend knowledge
SQL database experience
Experience with real-time features
Understanding of authentication/authorization
Familiarity with cloud services

Here is the full stack of our product that needs work:

Frontend:
React 18 with TypeScript
Vite for build tooling
TailwindCSS for styling
Radix UI for accessible components
Shadcn UI component system
React Query for data fetching
Firebase Authentication
React Hook Form for form handling
Framer Motion for animations

Backend:
Node.js with Express
TypeScript
Drizzle ORM for database operations
PostgreSQL (NeonDB) for database
Redis for caching/sessions
Multer for file uploads
SendGrid for emails
WebSocket (ws) for real-time features
Infrastructure:

Hosted on Replit
PostgreSQL 16
Node.js 20
Production deployment via Replit Deployments",$15.00,$30.00,"['$15.00', '$30.00', '']",Expert,"['PostgreSQL', 'Android', 'WordPress', 'iOS', 'PHP', 'JavaScript']",5 to 10,4.0,5.0,3.0,$1K,1-3 months,Less than 30 hrs/week,2.0,1.0,Tech & IT,Individual client
android_developer,Mobile Game Development Needed,https://www.upwork.com/jobs/Mobile-Game-span-class-highlight-Development-span-Needed_~021898095720460545439/?referrer_url_path=/nx/search/jobs/,Hourly,United States,"I am seeking a talented mobile game developer to create an engaging and interactive game for iOS and Android platforms. The ideal candidate should have experience in game design, programming, and user interface development. You should be able to collaborate closely with me to bring my vision to life, ensuring a fun and exciting gaming experience. Please provide examples of your previous work and your approach to game development.",$10.00,$32.00,"['$10.00', '$32.00', '']",Intermediate,"['Game Design', 'Smartphone', 'Unity', 'Android', 'iOS', 'Game Development', 'Mobile App Development', 'C#']",20 to 50,8.0,11.0,1.0,,1-3 months,More than 30 hrs/week,,,Media & Entertainment,Individual client
android_developer,Web and App Development for MyProtector - Uber for Armed Security,https://www.upwork.com/jobs/Web-and-App-span-class-highlight-Development-span-for-MyProtector-Uber-for-Armed-Security_~021898140896813754403/?referrer_url_path=/nx/search/jobs/,Fixed-price,USA,"We are seeking skilled developers to create a simple yet effective website and mobile application for MyProtector, designed to function similarly to Uber but for armed security services. The project will involve creating a user-friendly interface, integrating payment systems, and ensuring robust security measures. Ideal candidates should have experience in both web and app development, with a focus on security applications. If you are passionate about building innovative solutions in the security space, we would love to hear from you!","$10,000.00",,"['$10,000.00', '']",Intermediate,"['Python', 'Chart.js', 'Email Automation', 'Web Development', 'Android', 'Node.js', 'iOS', 'Next.js', 'Firebase', 'Tailwind UI', 'REST API', 'Flutter', 'PHP', 'JavaScript', 'Google Analytics']",50+,3.0,4.0,1.0,$65,,,1.0,1.0,Media & Entertainment,Small company (2-9 people)
android_developer,Development of a Complex Car Pooling App,https://www.upwork.com/jobs/span-class-highlight-Development-span-Complex-Car-Pooling-App_~021898140707401186426/?referrer_url_path=/nx/search/jobs/,Hourly,Australia,"Hey there!

We're on the lookout for a talented developer to help us build an awesome car ride-sharing app.

It will be like this one https://www.twogo.com/en/


We want it to be super easy to use for both riders and drivers, with smart algorithms for matching rides, safe payment options, and real-time tracking. If you’ve got experience in mobile app development and know your way around backend systems, we’d love to chat!

If you’re excited about creating innovative transportation solutions and can deliver a great product, reach out to us!",,,[''],Expert,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Mobile App Development', 'Logic Pro', 'Oracle NoSQL Database', 'Audio Editing', 'Sound Mixing']",20 to 50,1.0,1.0,0.0,$16K,3-6 months,More than 30 hrs/week,182.0,34.0,,Individual client
android_developer,,https://www.upwork.com/jobs/Looking-for-React-span-class-highlight-Developer-span-Needed-for-Firebase-Phantom-Writes-and-Offline-Persistence-Bug-fix_~021898138577996982307/?referrer_url_path=/nx/search/jobs/,,,,,,,Expert,[],,,,,,,,,,,
android_developer,Senior Mobile Developer (iOS & Android) – behyve,https://www.upwork.com/jobs/Senior-Mobile-span-class-highlight-Developer-span-iOS-amp-span-class-highlight-Android-span-behyve_~021898092177382059984/?referrer_url_path=/nx/search/jobs/,Hourly,Spain,"Senior Mobile Developer (iOS & Android) – behyve
📍 Location: Remote / Ibiza (preferred)
⏳ Type: Freelance (Full-time potential after one year)
💰 Compensation: Competitive (Options/Phantom Shares available after Year 1)
🚀 About behyve
behyve is an exclusive, cutting-edge booking platform redefining lifestyle and wellness bookings through trusted recommendations. We connect users with vetted, high-quality professionals—from yoga teachers and fitness coaches to private chefs—based on authentic recommendations from their close circle of friends (‘hyves’).
We’re looking for a Senior Mobile Developer who is highly skilled in both iOS (Swift) and Android (Java/Kotlin) to take ownership of our mobile applications. This is a hands-on role for someone who thrives in a fast-paced startup environment, enjoys taking full responsibility, and is passionate about building world-class mobile experiences.

🔹 Your Responsibilities
📱 Full Ownership of Mobile Apps – Develop, maintain, and scale our iOS (Swift) and Android (Java/Kotlin) applications.
🔄 Cross-Platform Optimization – Ensure smooth performance, consistency, and seamless UX across both platforms.
🛠️ API Integration – Collaborate with the backend team to optimize API usage and ensure seamless functionality.
📩 Push Notification System – Implement and optimize Firebase Cloud Messaging (FCM) for real-time alerts and in-app messaging.
🔐 Security & Performance Optimization – Ensure the apps are fast, secure, and scalable.
🆕 Feature Development – Work on new features, revamp the homepage, implement the push request flow, and enhance UI/UX.
🚀 App Store & Play Store Management – Handle app versioning, submission, and maintenance on both platforms.
🛠️ Debugging & Testing – Identify and resolve performance bottlenecks, crashes, and bugs to improve app stability.
📊 Collaboration & Communication – Work closely with backend, UX/UI, and product teams to align features and priorities.

💻 Tech Stack & Expertise
We’re looking for a full-stack mobile developer with expertise in:
✅ iOS Development (Swift) – Strong experience with native iOS development.
✅ Android Development (Java/Kotlin) – Deep understanding of the Android ecosystem.
✅ Firebase Services – Firestore (chat storage), FCM (push notifications).
✅ RESTful APIs – Proficient in integrating and optimizing API calls.
✅ AWS & Cloud Services – Understanding of AWS SNS, Pinpoint, and SES for messaging & notifications.
✅ App Store & Play Store Deployment – Experience in publishing and maintaining apps.
Nice to Have (Bonus Skills)
✨ Experience with React Native or Flutter (not required but a plus).
✨ Background in UX/UI for a seamless mobile experience.
✨ Knowledge of subscription models and payment integrations (Stripe, Apple Pay, Google Pay).
✨ Exposure to AI-powered recommendations or machine learning in apps.

🎯 Key Impact Areas in the First 6 Months
💡 Stabilize and optimize the current apps (fix outstanding bugs, improve performance).
💡 Implement a revamped homepage and push request flow.
💡 Ensure GitHub repositories are fully managed and up to date.
💡 Improve and optimize Firebase notifications & messaging.

🎯 Who You Are
✔️ A self-starter – You take initiative, solve problems independently, and drive projects forward.
✔️ Highly organized & result-driven – You understand priorities and deliver on time.
✔️ Collaborative but independent – You work well with others but also own your projects.
✔️ User-focused – You design and build with real user experiences in mind.
✔️ Excited about working in a fast-moving startup – You adapt quickly and enjoy a challenge.
✔️ Passionate about wellness & lifestyle – You connect with behyve’s vision.

🌴 Why Join behyve?
Be part of something innovative – We’re reshaping service-based bookings with a unique, trust-driven approach.
Work from anywhere – Remote-first with a preference for Ibiza-based developers.
Real responsibility – You won’t just write code; you’ll shape the future of our mobile apps.
Options & Phantom Shares – After one year, you’ll have a stake in what you’re building.
Sun, sea, and a startup vibe – If you’re in Ibiza, you get to enjoy an island lifestyle while working on a disruptive product.

🚀 Ready to Join Us?
💡 If you thrive in a startup where your work makes an immediate impact, let’s talk!
behyve… believe the hyve.",$30.00,$60.00,"['$30.00', '$60.00', '']",Expert,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'Swift', 'iOS', 'Web Design', 'Mobile App Development', 'Kotlin', 'Logic Pro', 'Oracle NoSQL Database', 'Audio Editing', 'Sound Mixing']",20 to 50,6.0,0.0,0.0,,3-6 months,More than 30 hrs/week,,,Travel & Hospitality,Small company (2-9 people)
android_developer,Fullstack Software Engineer Needed for Dynamic Project,https://www.upwork.com/jobs/Fullstack-Software-Engineer-Needed-for-Dynamic-Project_~021898129962892626159/?referrer_url_path=/nx/search/jobs/,Hourly,United States,"We are seeking an experienced Fullstack Software Engineer to join our team for an exciting project. The ideal candidate will have a strong background in both front-end and back-end technologies, and a passion for building scalable web applications. You will be responsible for developing features, integrating APIs, and ensuring a smooth user experience. If you are a proactive problem-solver with excellent communication skills, we would love to hear from you!

Working hours - EST:
Monday: 9:15 am - 8 pm
Tuesday: 10 am - 10 pm
Wednesday: 10 am - 8 pm
Thursday: 10 am - 10 pm
Friday: 10 am - 7:30 pm

Start each day with standup with the team, and finish each day with checkout with your manager.",$23.00,$40.00,"['$23.00', '$40.00', '']",Intermediate,"['Python', 'Chart.js', 'Email Automation', 'React Native', 'Android', 'Node.js', 'iOS', 'Next.js', 'Firebase', 'Tailwind UI', 'REST API', 'Flutter', 'Web Application', 'Google Analytics']",20 to 50,0.0,0.0,0.0,$69K,1-3 months,More than 30 hrs/week,37.0,17.0,,
android_developer,Mobile App Development for iPhone and Android,https://www.upwork.com/jobs/Mobile-App-span-class-highlight-Development-span-for-iPhone-and-span-class-highlight-Android-span_~021898128300972915834/?referrer_url_path=/nx/search/jobs/,Hourly,USA,"We are looking for a skilled mobile app developer to create a cross-platform application for iPhone and Android. The ideal candidate should have a strong background in mobile app design and development, with the ability to create user-friendly and visually appealing interfaces. Experience with APIs and backend integration is a must. If you have a portfolio showcasing your previous mobile applications, we would love to see it. Join us in bringing our app idea to life!",$3.00,$15.00,"['$3.00', '$15.00', '']",Intermediate,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Mobile App Development', 'Logic Pro', 'Oracle NoSQL Database', 'Audio Editing', 'Sound Mixing']",20 to 50,2.0,3.0,3.0,,3-6 months,More than 30 hrs/week,3.0,3.0,Manufacturing & Construction,Small company (2-9 people)
android_developer,App Developer Needed for Dance Event Promotion Application,https://www.upwork.com/jobs/App-span-class-highlight-Developer-span-Needed-for-Dance-Event-Promotion-Application_~021898128106132958623/?referrer_url_path=/nx/search/jobs/,Hourly,United States,"We are seeking a talented app developer to create a user-friendly application specifically designed for promoting dance events. The app should enable users to easily create, share, and manage dance events, providing features such as event registration, ticket purchasing, and social media integration. The ideal candidate will have experience in mobile app development and a passion for the arts, particularly dance. If you're excited to help promote the vibrant dance community through technology, we would love to hear from you!

**Relevant Skills:**
- Mobile App Development
- User Interface (UI) Design
- User Experience (UX) Design
- Integration of Payment Systems
- Social Media API Integration
- Event Management Features",$15.00,$30.00,"['$15.00', '$30.00', '']",Intermediate,"['Personal Computer', 'Smartphone', 'Camera', 'Web Development', 'SQLite', 'Android', 'iOS', 'Web Design', 'Logic Pro', 'Oracle NoSQL Database', 'Audio Editing', 'Sound Mixing']",50+,1.0,1.0,0.0,,6+ months,More than 30 hrs/week,,,,
android_developer,,https://www.upwork.com/jobs/Expert-needed-create-calculator-app-using-Code-Tools_~021898128069854702571/?referrer_url_path=/nx/search/jobs/,,,,,,,Expert,[],,,,,,,,,,,
android_developer,App Development for Connecting Homeowners with Local Contractors,https://www.upwork.com/jobs/App-span-class-highlight-Development-span-for-Connecting-Homeowners-with-Local-Contractors_~021898127722681051171/?referrer_url_path=/nx/search/jobs/,Hourly,Canada,"We are seeking an experienced app developer to create an innovative platform that connects homeowners with local contractors for various home projects. The app should feature user-friendly interfaces, contractor profiles, project listings, and secure communication channels. The ideal candidate will have experience in developing similar applications and be able to deliver a robust, scalable solution. If you have a passion for improving home services and can bring creative ideas to life, we'd love to hear from you.",$15.00,$30.00,"['$15.00', '$30.00', '']",Intermediate,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Logic Pro', 'Oracle NoSQL Database', 'User Profile Creation', 'Audio Editing', 'Sound Mixing']",20 to 50,2.0,0.0,0.0,,1-3 months,Less than 30 hrs/week,,,,
android_developer,Migrate a Flutter Project,https://www.upwork.com/jobs/Migrate-Flutter-Project_~021898127695592242298/?referrer_url_path=/nx/search/jobs/,Hourly,Chile,"An existing app with a technical debt, need to be migrated to new version of flutter with same UI but update the state management from Provider to Riverpod.

Also we have a in-house developer working on it already, need someone who can take responsibility and accountability.

TechStack:
Flutter
Dart
GraphQL
RiverPod
Clean Architecture",$10.00,$15.00,"['$10.00', '$15.00', '']",Expert,"['Personal Computer', 'Smartphone', 'SQLite', 'Web Development', 'Android', 'iOS', 'Web Design', 'Logic Pro', 'Oracle NoSQL Database', 'Flutter', 'Dart', 'Audio Editing', 'Sound Mixing']",15 to 20,7.0,9.0,2.0,,1-3 months,Less than 30 hrs/week,,,Tech & IT,Small company (2-9 people)
android_developer,"Mobile App Developer Needed – Chat, Google Place API, Notifications & Feature Enhancements",https://www.upwork.com/jobs/Mobile-App-span-class-highlight-Developer-span-Needed-Chat-Google-Place-API-Notifications-amp-Feature-Enhancements_~021898125098269352501/?referrer_url_path=/nx/search/jobs/,Fixed-price,PRT,"I am looking for a FlutterFlow & Firebase developer to improve my simple app by adding key features and refining the user experience. The tasks include:

Chat system: Develop a basic real-time chat feature.
Google Place API Autocomplete: Integrate and ensure smooth functionality.
Notifications & Badge System: Implement a notifications page and badge alerts.
Feature Improvements: Improve the flow of some existing functionalities.
Important:

This is a simple application, so the work should be straightforward for an experienced developer.
Strong knowledge of FlutterFlow & Firebase is required.
Experience with Google APIs, real-time databases, and notifications is a plus.
🚀 Opportunity for Long-Term Collaboration:
I am looking for a reliable developer who delivers quality work. If this project goes well, there is potential for ongoing collaboration on future projects.

If you are interested, please apply with examples of similar projects you’ve worked on. Looking forward to working together!",$100.00,,"['$100.00', '']",Expert,"['Personal Computer', 'Chat & Messaging Software', 'Smartphone', 'SQLite', 'Web Development', 'FlutterFlow', 'Android', 'Firebase', 'iOS', 'Web Design', 'Audio Editing', 'Logic Pro', 'API Integration', 'Oracle NoSQL Database', 'Firebase Realtime Database', 'API', 'Sound Mixing']",Less than 5,0.0,0.0,0.0,$90,,,1.0,0.0,,
